backend,triple,t1_us,t2_us,ratio,twoq_err,r_coh,idle_ns,cal_age_h,dd_name,p_bare,sem_bare,p_dd,sem_dd,p_zne,sem_zne,p_zne_dd,sem_zne_dd,p_theory,best
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.5368,0.004986439210498811,0.5632,0.004959896773119376,0.6385500000000002,0.007842230151557656,0.6737,0.007808890766299654,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.5066,0.004999564381023611,0.5301,0.0049909316765509824,0.6154000000000001,0.007834358557023031,0.6473,0.007826409489670215,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.4527,0.004977576820100318,0.4768,0.004994614699854234,0.5654499999999999,0.0077547478198842805,0.5995,0.007783010150321019,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.5447,0.004979979016020047,0.5739,0.004945086349094422,0.6521999999999999,0.007831052132376594,0.6831499999999999,0.007794132328232567,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.5136,0.004998150057771375,0.5394,0.004984452226674462,0.6277999999999999,0.007829745078864317,0.6577,0.00782167009020452,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.4604,0.004984293731312392,0.4854,0.004997867945434333,0.5795,0.0077600156572006996,0.6106,0.007790790332180683,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.5171,0.004997075044463511,0.5407,0.004983407569123762,0.62835,0.007834505648092929,0.6583999999999999,0.00782173813803556,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.4909,0.004999171831413679,0.5109,0.004998811758808287,0.6082000000000001,0.007810033642693225,0.6342500000000001,0.007815575906483156,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.437,0.004960151207372614,0.4565,0.004981041557746733,0.5540499999999999,0.007707156722812895,0.5804499999999999,0.007742828601357517,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.4456,0.004970318299666532,0.4562,0.0049807786539857405,0.5600499999999999,0.00773483495299027,0.57835,0.007745534891148578,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.4228,0.004940042105083721,0.432,0.00495354418573207,0.5379499999999999,0.007667798233521797,0.5533,0.007684256047269637,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.3815,0.004857548249889033,0.3872,0.0048711000810905125,0.4888,0.007521077283208837,0.49865,0.007537889210515103,0.7812499999999999,ZNE+DD
FakeBrisbane,0-1-2,207.1357440297392,179.015973384707,0.4321223606848972,0.007253518802722486,10.113896801395875,3540.0000000000005,11947.78886716139,CPMG2,0.545,0.004979708826829135,0.5416,0.004982664347515293,0.6585000000000001,0.00782408301336329,0.65025,0.00783191303258661,0.7812499999999999,ZNE
FakeKyoto,0-1-2,158.08439605962664,48.352055182863964,0.15293114433832677,1.0,2.722525629665763,3480.0,20691.739792246943,CPMG2,0.1287,0.0033486760070212825,0.1265,0.003324120184349537,0.13090000000000002,0.005286956355030747,0.12890000000000001,0.005247306118381126,0.7812499999999999,ZNE
FakeSherbrooke,0-1-2,295.24920560567614,204.34722691553887,0.3460588937002212,0.008141131614989111,13.976813611380182,2837.3333333333335,11947.712644186946,CPMG2,0.5718,0.004948179059007465,0.5672,0.004954635809017652,0.6784999999999999,0.0077999235252661295,0.6736,0.007807301198237455,0.7812499999999999,ZNE
ibm_kingston,0-1-2,256.90538666450124,248.43037432460696,0.48350557680022105,0.0010406017938780904,92.42201425766626,500.00000000000006,0.8448491244444444,CPMG2,0.7,0.0045825756949558405,0.7087,0.004543614310216042,0.7325499999999998,0.007283203261615043,0.7321,0.0072141998516814035,0.7812499999999999,ZNE
ibm_kingston,14-15-16,239.08411891217176,264.90584421310547,0.554001339399752,0.00450313124372656,43.97507374055535,3636.0000000000005,0.8519683391666667,CPMG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7812499999999999,BARE
ibm_fez,0-1-2,185.37144896165265,150.2935277945103,0.4053847791457928,0.005980485829309948,62.00228044327984,460.00000000000006,0.5279698280555556,CPMG2,0.1922,0.003940293897668041,0.3581,0.004794417482864837,0.22144999999999998,0.006150521827454968,0.48000000000000004,0.007365485421884969,0.7812499999999999,ZNE+DD
ibm_fez,14-15-16,229.23860533621135,120.64386305941362,0.26314037045041355,0.00227784088537919,22.095945615277216,3312.0,0.5283461675000001,CPMG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7812499999999999,BARE
ibm_marrakesh,0-1-2,189.63653354479408,132.87968162999815,0.3503535925966782,0.0019762556103893186,47.12045447872275,520.0,0.2890752208333333,CPMG2,0.6535,0.004758547572526727,0.6518,0.004763997900923131,0.7745,0.007550012417208332,0.7644500000000001,0.00756176002991367,0.7812499999999999,ZNE
ibm_marrakesh,14-15-16,192.63045577376636,74.34214906969207,0.19296571970167256,0.003322797910809805,11.451347669391877,3888.0,0.28955449555555557,CPMG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7812499999999999,BARE
ibm_fez,22-23-24,182.84383778630044,164.48155745200856,0.44978698610627266,0.008601838901551792,67.8554279917527,460.00000000000006,0.5705698441666667,CPMG2,0.562,0.007844679725775934,0.5605,0.007847607119370846,0.691875,0.012314368988858097,0.682375,0.012332571679043669,0.7812499999999999,ZNE
ibm_fez,3-4-5,141.65297017284055,158.15557994279655,0.5582501367596459,0.002947204172479345,65.24570129653323,460.00000000000006,0.5763738791666666,CPMG2,0.6245,0.007656692334161011,0.6305,0.00763167330930773,0.7470000000000001,0.012108822971288331,0.7501249999999999,0.012080203815281843,0.7812499999999999,ZNE+DD
ibm_fez,12-13-14,209.07850200657035,61.83576302824551,0.14787690373423065,0.0033735308653668056,25.50980322947422,460.00000000000006,0.5855859777777778,CPMG2,0.612,0.007704803696396164,0.5995,0.007747576233894056,0.689125,0.012209931760405133,0.6663750000000002,0.012272236673432843,0.7812499999999999,ZNE
ibm_fez,0-1-2,185.37144896165265,150.2935277945103,0.4053847791457928,0.005996613528735512,62.00228044327984,460.00000000000006,0.59337073,CPMG2,0.2965,0.007221283646277855,0.3905,0.0077137823083102365,0.387625,0.011120045771881967,0.52275,0.011864368267000144,0.7812499999999999,ZNE+DD
ibm_marrakesh,2-3-16,169.31564013213108,160.03274429157926,0.4725870101742887,0.0013869511265857115,56.7492001033969,520.0,0.7890840180555555,CPMG2,0.62775,0.007643296695471136,0.6245,0.007656692334161011,0.710875,0.012123420483458866,0.701875,0.012143883973784911,0.7812499999999999,ZNE
ibm_marrakesh,2-3-4,179.43782991924374,183.47863649096868,0.5112596284003866,0.001547611938761656,61.90237398480724,532.0,0.7947757805555555,CPMG2,0.6405,0.007587156087757784,0.659,0.0074953152035121245,0.711875,0.012047646781373945,0.759,0.011913201710707328,0.7812499999999999,ZNE+DD
ibm_marrakesh,7-8-17,185.753404043577,59.435740795689235,0.15998560322949948,0.001932822445740362,20.29909180180643,532.0,0.8118751630555555,CPMG2,0.685,0.007344640903407054,0.71125,0.007165428066417246,0.7655000000000001,0.011703095210242459,0.767,0.011424783572895374,0.7812499999999999,ZNE+DD
ibm_marrakesh,0-1-2,257.7702507473207,174.41607969837673,0.33831692988759227,0.0022104428386073155,61.84967365190664,520.0,8.079006435833334,CPMG2,0.67075,0.007430417846595171,0.69175,0.007301231702596487,0.768125,0.01182429685409454,0.7685,0.01163943827843509,0.7812499999999999,ZNE+DD
ibm_kingston,44-45-46,189.4443781003569,100.06316238653501,0.26409641550177654,0.001946561940617056,37.22587886403832,500.00000000000006,0.6074195180555556,CPMG2,0.6785,0.007384743563591088,0.687,0.007331967675869827,0.771125,0.011761149464178661,0.77625,0.011686548758080804,0.7812499999999999,ZNE+DD
ibm_kingston,23-24-25,220.23189959170858,53.180503642583254,0.12073751291519401,0.002173777296186022,19.78441355750865,500.00000000000006,0.6077131466666666,CPMG2,0.66625,0.007455885888008212,0.6545,0.007518805589985686,0.7295,0.0118576672848204,0.7027499999999999,0.011942057376139173,0.7812499999999999,ZNE
ibm_kingston,0-1-2,272.728223921872,304.4163613937293,0.5580947160806778,0.0009764379542128859,113.2501344470719,500.00000000000006,0.6079609225,CPMG2,0.709,0.007181904343556798,0.70925,0.007180084217820846,0.7606249999999999,0.011444671078443014,0.7755000000000001,0.011456546641003998,0.7812499999999999,ZNE+DD
